LANDLORD_RANK,OWNER,ADDRESS,BUILDING_NAME,ZIP,APT_UNITS,APT_YR_BUILT,APT_STORIES,TOTAL_COMPLAINTS,COMPLAINTS_90D,OPEN_UNRESOLVED,FIRST_COMPLAINT,LAST_COMPLAINT,WORST_90D_WINDOW,FLAGS,KNOWN_CASE,LAND_VALUE,IMPROVEMENT_VALUE,TOTAL_ASSESSED_VALUE,LAST_SALE_DATE,LAST_SALE_PRICE,PREVIOUS_OWNER,SALE_HISTORY,PIN
1,UNKNOWN / NOT IN SALE RECORDS,2000 3RD AVE,,,,,,117,34,0,2009-11-17,2024-10-20,2023-03-22 to 2023-06-20,NO_PARCEL_RECORD | EXTREME_VOLUME,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,901 NW MARKET ST,,,,,,102,94,0,2021-10-11,2025-04-14,2024-09-09 to 2024-12-08,NO_PARCEL_RECORD | EXTREME_VOLUME,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,700 5TH AVE,SEATTLE MUNICIPAL TOWER,98104,,,,84,14,0,2005-10-27,2025-10-09,2018-09-13 to 2018-12-12,,,24576000,,24576000,,,,,942000710
1,UNKNOWN / NOT IN SALE RECORDS,1820 MINOR AVE,BALFOUR PLACE APARTMENTS-HUD governed,98101,,,,83,11,0,2005-11-07,2025-11-05,2018-09-13 to 2018-12-12,,,36540000,16500000,53040000,,,,,660002340
1,UNKNOWN / NOT IN SALE RECORDS,8640 25TH AVE SW,,,,,,74,62,0,2016-07-26,2025-08-21,2025-01-13 to 2025-04-13,NO_PARCEL_RECORD | EXTREME_VOLUME,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,14100 LINDEN AVE N,,,,,,73,7,0,2010-12-20,2025-06-27,2022-08-03 to 2022-11-01,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,4545 42ND AVE SW,ALASKA HOUSE,98116,,,,69,9,0,2006-02-15,2024-12-20,2021-05-25 to 2021-08-23,,,4577500,12599000,17176500,,,,,952006465
1,UNKNOWN / NOT IN SALE RECORDS,2224 2ND AVE,,,,,,68,20,0,2005-11-10,2025-05-21,2024-09-16 to 2024-12-15,NO_PARCEL_RECORD | EXTREME_VOLUME,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,1103 NW MARKET ST,,,,,,67,18,0,2018-06-26,2025-05-07,2020-02-14 to 2020-05-14,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,8856 20TH AVE SW,,,,,,67,9,0,2005-03-31,2025-08-30,2024-08-03 to 2024-11-01,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,1020 BELLEVUE CT E,,,,,,65,16,0,2008-02-08,2025-07-30,2023-06-01 to 2023-08-30,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,3005 1ST AVE,ECONET BUILDING,98121,,,,63,10,0,2004-11-16,2024-11-23,2020-04-22 to 2020-07-21,,,11488500,29075400,40563900,,,,,695000135
1,UNKNOWN / NOT IN SALE RECORDS,823 MADISON ST,,,,,,63,8,0,2005-12-29,2024-01-18,2022-06-10 to 2022-09-08,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,1622 SUNSET AVE SW,1622 SUNSET AVE SW,98116,,,,61,22,0,2021-02-19,2022-08-16,2021-09-01 to 2021-11-30,EXTREME_VOLUME,,171200,1161800,1333000,,,,,7804490000
1,UNKNOWN / NOT IN SALE RECORDS,2911 2ND AVE,GALLERY BELLTOWN,98121,,2009,1,57,16,0,2008-04-14,2025-03-03,2021-05-15 to 2021-08-13,,,51500,218500,270000,,,,,2688700000
1,UNKNOWN / NOT IN SALE RECORDS,4208 RAINIER AVE S,,,,,,57,13,0,2004-02-12,2024-03-25,2024-02-21 to 2024-05-21,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,800 JEFFERSON ST,JEFFERSON TERRACE,98104,,1967,17,57,8,0,2006-05-05,2025-10-26,2025-04-04 to 2025-07-03,,,14441000,40013600,54454600,,,,,3682500000
1,UNKNOWN / NOT IN SALE RECORDS,809 OLIVE WAY,The Olivian,98101,,,,55,13,0,2006-09-25,2025-03-05,2024-05-07 to 2024-08-05,,,20398000,84602000,105000000,,,,,660000835
1,UNKNOWN / NOT IN SALE RECORDS,14002 LINDEN AVE N,INTERURBAN SENIOR LIVING,98133,,2012,7,55,13,0,2012-05-01,2025-04-07,2024-09-24 to 2024-12-23,,,359300,5807000,6166300,,,,,3603900000
1,UNKNOWN / NOT IN SALE RECORDS,1116 15TH AVE E,,98112,,,,54,43,0,2023-02-08,2025-05-18,2023-02-08 to 2023-05-09,EXTREME_VOLUME,,896000,877000,1773000,,,,,1337800720
1,UNKNOWN / NOT IN SALE RECORDS,1823 TERRY AVE,ASPIRA APARTMENTS,98101,,,,54,14,0,2008-07-17,2025-10-31,2023-10-30 to 2024-01-28,,,30621000,134611000,165232000,,,,,660001170
1,UNKNOWN / NOT IN SALE RECORDS,2106 RAINIER AVE S,,,,,,54,8,0,2004-06-07,2025-10-21,2024-10-08 to 2025-01-06,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,8842 NESBIT AVE N,,,,,,53,12,0,2008-05-28,2025-06-13,2023-05-17 to 2023-08-15,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,913 S JACKSON ST,THAI BINH APARTMENTS - RENT RESTRICTED,98104,,2018,6,53,10,0,2013-10-14,2025-08-03,2023-03-31 to 2023-06-29,,,77100,378600,455700,,,,,8594200000
1,UNKNOWN / NOT IN SALE RECORDS,5960 M L KING JR WAY S,,,,,,52,12,0,2017-06-20,2025-10-29,2024-12-23 to 2025-03-23,NO_PARCEL_RECORD | NAMED_INSPECTOR,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,509 QUEEN ANNE AVE N,,,,,,51,43,0,2024-12-20,2025-05-06,2025-01-31 to 2025-05-01,NO_PARCEL_RECORD | EXTREME_VOLUME,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,2420 SW TRENTON ST,,,,,,51,14,0,2014-07-24,2025-09-03,2025-05-30 to 2025-08-28,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,9400 RAINIER AVE S,POLARIS AT RAINIER BEACH APARTMENTS,98118,,2021,5,50,14,0,2007-07-11,2025-09-10,2025-03-24 to 2025-06-22,,,314100,3941300,4255400,,,,,6838650000
1,UNKNOWN / NOT IN SALE RECORDS,8022 FAUNTLEROY WAY SW,,98136,,,,50,9,0,2004-11-01,2025-11-07,2019-01-03 to 2019-04-03,,,327000,,327000,,,,,34000020
1,UNKNOWN / NOT IN SALE RECORDS,1225 S CLOVERDALE ST,,,,,,49,7,0,2004-02-23,2023-05-29,2016-05-03 to 2016-08-01,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,9805 35TH AVE SW,,98126,,,,49,7,0,2004-06-08,2025-07-18,2021-05-20 to 2021-08-18,SUSPICIOUS_IMPR_VALUE_1000,,524000,1000,525000,,,,,37000215
1,UNKNOWN / NOT IN SALE RECORDS,9103 8TH AVE S,,,,,,49,7,0,2005-04-04,2025-10-18,2021-01-10 to 2021-04-10,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,536 N 102ND ST,102nd and Evanston,98133,,,,48,4,0,2004-05-24,2020-04-02,2004-05-24 to 2004-08-22,,,151200,229800,381000,,,,,6391530000
1,UNKNOWN / NOT IN SALE RECORDS,1400 HUBBELL PL,ELEKTRA CONDOMINIUM,98101,,,,46,26,0,2006-12-29,2024-09-02,2007-10-10 to 2008-01-08,EXTREME_VOLUME,,40200,180800,221000,,,,,2248900000
1,UNKNOWN / NOT IN SALE RECORDS,609 FEDERAL AVE E,,,,,,45,21,0,2020-04-21,2025-08-07,2020-04-21 to 2020-07-20,NO_PARCEL_RECORD | EXTREME_VOLUME,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,3500 NE 125TH ST,,,,,,45,14,0,2016-08-19,2023-07-31,2022-01-14 to 2022-04-14,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,10046 CALIFORNIA AVE SW,,98146,,,,45,7,0,2004-06-18,2025-10-07,2019-01-25 to 2019-04-25,,,402000,280000,682000,,,,,254000280
1,UNKNOWN / NOT IN SALE RECORDS,843 HIAWATHA PL S,,,,,,44,17,0,2007-01-23,2025-09-15,2024-10-23 to 2025-01-21,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,6416 15TH AVE NW,,,,,,44,17,0,2019-07-23,2025-10-22,2025-05-16 to 2025-08-14,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,120 WESTLAKE AVE N,,,,,,44,9,0,2010-09-21,2025-10-22,2025-04-30 to 2025-07-29,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,2351 24TH AVE S,,98144,,,,44,7,0,2004-06-16,2024-12-24,2023-01-23 to 2023-04-23,,,449000,,449000,,,,,9122000960
1,UNKNOWN / NOT IN SALE RECORDS,6211 RAINIER AVE S,,,,,,44,5,0,2003-11-10,2025-09-16,2020-10-13 to 2021-01-11,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,5050 M L KING JR WAY S,,,,,,43,9,0,2006-04-11,2025-02-13,2018-11-30 to 2019-02-28,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,7332 15TH AVE NW,,,,,,42,22,0,2016-01-29,2022-06-08,2019-05-30 to 2019-08-28,NO_PARCEL_RECORD | EXTREME_VOLUME,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,2121 6TH AVE,,,,,,42,6,0,2013-09-19,2025-09-05,2025-06-05 to 2025-09-03,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,1414 E YESLER WAY,Sorento Flats,98122,,,,42,5,0,2014-10-01,2025-08-28,2021-05-19 to 2021-08-17,,,2940100,19239900,22180000,,,,,7600122
1,UNKNOWN / NOT IN SALE RECORDS,5314 17TH AVE NW,,,,,,41,28,0,2022-12-06,2025-08-24,2025-02-21 to 2025-05-22,NO_PARCEL_RECORD | EXTREME_VOLUME,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,9050 SEWARD PARK AVE S,PARKSHORE MARINA CONDOMINIUM Boat Slips,98118,,,,41,17,0,2003-12-23,2025-08-08,2004-03-09 to 2004-06-07,,,62900,137100,200000,,,,,6667800000
1,UNKNOWN / NOT IN SALE RECORDS,3201 BEACON AVE S,,,,,,41,7,0,2009-02-24,2025-08-25,2025-02-14 to 2025-05-15,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,1530 POST AL,,,,,,40,30,0,2006-03-30,2025-06-06,2024-05-10 to 2024-08-08,NO_PARCEL_RECORD | EXTREME_VOLUME,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,600 4TH AVE,SEATTLE CITY HALL (SEATTLE MUNICIPAL BUILDING),98104,,,,40,16,0,2020-01-14,2025-05-01,2023-07-10 to 2023-10-08,,,94848000,86163800,181011800,,,,,942000810
1,UNKNOWN / NOT IN SALE RECORDS,1016 BELLEVUE CT E,,,,,,40,10,0,2019-05-15,2025-04-25,2023-04-26 to 2023-07-25,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,1501 17TH AVE,COUNCIL HOUSE-Senior Housing,98122,164,1972,12,40,8,0,2011-01-18,2025-07-21,2018-04-24 to 2018-07-23,,,8640000,27999100,36639100,,,,,7234600600
1,UNKNOWN / NOT IN SALE RECORDS,121 STEWART ST,EMERALD THE,98101,,,,39,11,0,2019-03-07,2025-11-05,2020-02-21 to 2020-05-21,,,34800,501200,536000,,,,,2329710000
1,UNKNOWN / NOT IN SALE RECORDS,7004 RAVENNA AVE NE,,98115,,,,39,9,0,2009-06-30,2023-09-19,2022-07-18 to 2022-10-16,,,638000,1236000,1874000,,,,,9000060
1,UNKNOWN / NOT IN SALE RECORDS,1808 MINOR AVE,NEXUS CONDOMINIUM,98101,,,,39,9,0,2017-04-21,2025-05-08,2018-06-18 to 2018-09-16,,,18000,227000,245000,,,,,6075500000
1,UNKNOWN / NOT IN SALE RECORDS,2721 NE 127TH ST,duplex,98125,,,,39,7,0,2012-07-25,2025-10-11,2021-03-05 to 2021-06-03,,,476000,138000,614000,,,,,3834500623
1,UNKNOWN / NOT IN SALE RECORDS,1814 MINOR AVE,ARION COURT-LIHI,98101,,,,39,6,0,2008-04-28,2025-08-04,2018-03-01 to 2018-05-30,,,4320000,1622000,5942000,,,,,660002335
1,UNKNOWN / NOT IN SALE RECORDS,2031 WESTLAKE AVE N,,,,,,38,9,0,2010-06-30,2025-10-04,2024-07-26 to 2024-10-24,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,525 14TH AVE E,CAPITOL PARK APTS,98112,126,1971,11,38,6,0,2004-08-11,2025-10-07,2024-01-10 to 2024-04-09,,,9022500,19907500,28930000,,,,,6851700060
1,UNKNOWN / NOT IN SALE RECORDS,1503 S PEARL ST,,98108,,,,38,6,0,2004-09-09,2025-04-28,2023-06-30 to 2023-09-28,,,240000,209000,449000,,,,,3732800194
1,UNKNOWN / NOT IN SALE RECORDS,4047 25TH AVE W,,98199,,,,37,18,0,2020-10-21,2023-08-21,2021-05-07 to 2021-08-05,,,89000,383000,472000,,,,,369000766
1,UNKNOWN / NOT IN SALE RECORDS,212 E BOSTON ST,,,,,,37,8,0,2005-05-26,2022-04-05,2020-08-28 to 2020-11-26,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,6620 ROOSEVELT WAY NE,,,,,,37,8,0,2022-11-29,2025-10-01,2025-04-03 to 2025-07-02,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,1118 5TH AVE,YWCA 1118-5TH AVE BUILDING CONDOMINIUM,98101,,1913,9,37,6,0,2007-01-09,2023-07-11,2020-08-19 to 2020-11-17,,,15626500,7799800,23426300,,,,,2301950000
1,UNKNOWN / NOT IN SALE RECORDS,11038 LAKE CITY WAY NE,LAKE CITY PLACE,98125,,1997,4,37,6,0,2007-01-10,2025-08-04,2023-12-29 to 2024-03-28,,,47400,220200,267600,,,,,3997700000
1,UNKNOWN / NOT IN SALE RECORDS,1601 19TH AVE,,,,,,36,13,0,2020-09-08,2025-07-30,2022-03-04 to 2022-06-02,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,2024 3RD AVE,2024 THIRD AVE/YWCA,98121,,2003,7,36,6,0,2005-10-28,2025-02-21,2023-08-01 to 2023-10-30,,,623300,696750,1320050,,,,,8729690000
1,UNKNOWN / NOT IN SALE RECORDS,6901 M L KING JR WAY S,,,,,,36,6,0,2012-08-27,2025-10-02,2024-06-11 to 2024-09-09,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,1219 S CLOVERDALE ST,,,,,,36,5,0,2004-02-05,2023-07-20,2022-01-24 to 2022-04-24,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,7359 33RD AVE NE,,98115,,,,36,3,0,2008-08-06,2025-04-11,2015-04-21 to 2015-07-20,,,596000,136000,732000,,,,,425049085
1,UNKNOWN / NOT IN SALE RECORDS,704 SPRING ST,,,,,,35,14,0,2023-07-18,2025-08-28,2024-04-04 to 2024-07-03,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,5217 42ND AVE S,,,,,,35,11,0,2008-10-30,2023-12-08,2022-04-17 to 2022-07-16,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,2929 1ST AVE,CONCORD CONDOMINIUM,98121,,2000,1,35,10,0,2018-06-19,2025-01-24,2023-04-14 to 2023-07-13,,,78800,743600,822400,,,,,1734800000
1,UNKNOWN / NOT IN SALE RECORDS,75 VINE ST,WALTON LOFTS,98121,,,,35,7,0,2017-01-11,2025-10-17,2025-09-11 to 2025-12-10,,,9558000,,9558000,,,,,653000195
1,UNKNOWN / NOT IN SALE RECORDS,3100 AIRPORT WAY S,RAINIER COMMONS,98134,,2017,7,35,6,0,2005-01-12,2025-09-03,2025-03-04 to 2025-06-02,NAMED_INSPECTOR,,262200,162600,424800,,,,,7135400000
1,UNKNOWN / NOT IN SALE RECORDS,8850 9TH AVE SW,,,,,,35,6,0,2007-06-07,2025-09-16,2022-07-05 to 2022-10-03,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,507 NE NORTHGATE WAY,THE ENCLAVE (MIXED-USE),98125,,2008,5,35,6,0,2010-12-08,2025-06-25,2019-07-17 to 2019-10-15,,,9156900,33006800,42163700,,,,,2569830000
1,UNKNOWN / NOT IN SALE RECORDS,1823 MINOR AVE,KINECTS,98101,,,,35,6,0,2015-02-17,2025-09-03,2018-12-28 to 2019-03-28,,,21240000,171377000,192617000,,,,,660002125
1,UNKNOWN / NOT IN SALE RECORDS,65 S WASHINGTON ST,,,,,,35,5,0,2014-07-07,2025-05-20,2022-05-02 to 2022-07-31,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,13739 LINDEN AVE N,Amesbury Court Apts,98133,,,,35,4,0,2003-11-12,2024-01-15,2017-04-19 to 2017-07-18,,,5060700,17674300,22735000,,,,,164000222
1,UNKNOWN / NOT IN SALE RECORDS,7101 62ND AVE NE,MERCY MAGNUSON PLACE - BUILDING 9 - SAND POINT,98115,,1935,3,35,4,0,2016-03-10,2025-11-05,2018-05-16 to 2018-08-14,,,,3757422,3757422,,,,,1197000000
1,UNKNOWN / NOT IN SALE RECORDS,2602 4TH AVE,STONECLIFF APTS,98121,,,,35,3,0,2009-04-21,2025-05-07,2011-01-24 to 2011-04-24,,,4212000,2814000,7026000,,,,,696000300
1,UNKNOWN / NOT IN SALE RECORDS,10200 GREENWOOD AVE N,,,,,,34,14,0,2005-04-18,2024-05-09,2023-02-03 to 2023-05-04,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,4015 5TH AVE NE,,,,,,34,11,0,2013-05-30,2023-03-20,2021-09-27 to 2021-12-26,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,1200 STEWART ST,WB1200 formerly 1200 STEWART-primary,98101,,,,34,9,0,2019-03-27,2025-08-26,2021-08-18 to 2021-11-16,,,16272000,480484500,496756500,,,,,660002264
1,UNKNOWN / NOT IN SALE RECORDS,2500 SW TRENTON ST,WESTWOOD COURT APTS,98106,,,,34,8,0,2004-01-20,2025-05-02,2025-01-30 to 2025-04-30,,,3066900,9783100,12850000,,,,,859000025
1,UNKNOWN / NOT IN SALE RECORDS,107 CHERRY ST,Lowman Building-low income,98104,,,,34,5,0,2004-08-04,2024-08-02,2017-10-09 to 2018-01-07,,,2262100,11426800,13688900,,,,,939000120
1,UNKNOWN / NOT IN SALE RECORDS,4726 15TH AVE NE,,,,,,33,23,0,2017-06-13,2025-10-31,2025-07-24 to 2025-10-22,NO_PARCEL_RECORD | EXTREME_VOLUME,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,1520 EASTLAKE AVE E,,,,,,33,11,0,2005-12-08,2025-10-03,2024-02-16 to 2024-05-16,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,401 2ND AVE W,,,,,,33,11,0,2012-09-06,2025-06-17,2023-09-13 to 2023-12-12,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,109 23RD AVE E,ELIZABETH JAMES HOUSE-CHH,98112,,,,33,10,0,2005-01-03,2025-03-04,2019-06-05 to 2019-09-03,,,10608000,3335800,13943800,,,,,955000480
1,UNKNOWN / NOT IN SALE RECORDS,4106 DELRIDGE WAY SW,,,,,,33,6,0,2007-07-16,2025-10-14,2019-08-28 to 2019-11-26,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,6900 EAST GREEN LAKE WAY N,,,,,,33,5,0,2012-11-15,2025-08-05,2024-06-05 to 2024-09-03,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,609 YESLER WAY,,,,,,33,4,0,2005-06-24,2025-07-11,2016-10-26 to 2017-01-24,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,3830 M L KING JR WAY S,,,,,,32,28,0,2022-06-15,2025-06-20,2025-03-31 to 2025-06-29,NO_PARCEL_RECORD | EXTREME_VOLUME,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,916 32ND AVE S,,98144,,,,32,22,0,2019-02-24,2025-04-09,2021-04-15 to 2021-07-14,EXTREME_VOLUME,,1107000,2241000,3348000,,,,,424049293
1,UNKNOWN / NOT IN SALE RECORDS,5812 SW SPOKANE ST,,98116,,,,32,13,0,2008-06-27,2024-10-17,2021-09-01 to 2021-11-30,,,621000,677000,1298000,,,,,148000555
1,UNKNOWN / NOT IN SALE RECORDS,3026 18TH AVE S,,,,,,32,12,0,2004-08-31,2025-03-24,2023-01-18 to 2023-04-18,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,115 PREFONTAINE PL S,,,,,,32,12,0,2014-05-14,2025-09-25,2023-12-27 to 2024-03-26,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,450 S MAIN ST,KODA,98104,,,,32,12,0,2018-03-29,2022-03-08,2020-11-30 to 2021-02-28,,,84600,1262700,1347300,,,,,3925500000
1,UNKNOWN / NOT IN SALE RECORDS,80 STEWART ST,STEWART HOUSE CONDOMINIUM,98101,,1904,3,32,8,0,2007-09-07,2025-11-05,2025-08-29 to 2025-11-27,,,,967300,967300,,,,,8008550000
1,UNKNOWN / NOT IN SALE RECORDS,1120 JOHN ST,,,,,,32,8,0,2013-02-06,2025-06-21,2017-03-23 to 2017-06-21,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,2301 E UNION ST,MIDTOWN SQUARE,98122,,2020,7,32,8,0,2014-10-28,2025-08-01,2023-05-03 to 2023-08-01,,,223100,933426,1156526,,,,,5512200000
1,UNKNOWN / NOT IN SALE RECORDS,526 YALE AVE N,UNION BAY APTS,98109,,,,32,7,0,2005-07-08,2025-07-13,2017-08-09 to 2017-11-07,,,10198700,18111300,28310000,,,,,209000005
1,UNKNOWN / NOT IN SALE RECORDS,420 BLANCHARD ST,WINDHAM APTS-low income,98121,,,,32,5,0,2006-03-24,2025-08-05,2023-04-14 to 2023-07-13,,,3871500,279300,4150800,,,,,696000135
1,UNKNOWN / NOT IN SALE RECORDS,4801 24TH AVE NE,TRAILSIDE (imps on -9396),98105,,,,32,5,0,2017-09-12,2025-11-04,2023-03-10 to 2023-06-08,,,18104500,,18104500,,,,,925049398
1,UNKNOWN / NOT IN SALE RECORDS,8820 AURORA AVE N,MIDTOWN FLATS - WAREHOUSE/OFFICE/APT,98103,,,,32,4,0,2004-02-25,2022-11-02,2008-08-11 to 2008-11-09,,,3135000,2194700,5329700,,,,,993000645
1,UNKNOWN / NOT IN SALE RECORDS,4750 15TH AVE NE,Arbora Court-Bellwether Housing,98105,,,,32,4,0,2008-10-14,2025-09-16,2021-02-23 to 2021-05-24,,,1542900,3944400,5487300,,,,,255150000
1,UNKNOWN / NOT IN SALE RECORDS,1407 E ALDER ST,1407 E ALDER ST,98122,,,,32,4,0,2009-02-09,2022-05-31,2021-05-26 to 2021-08-24,,,119700,479300,599000,,,,,6390790000
1,UNKNOWN / NOT IN SALE RECORDS,4755 FAUNTLEROY WAY SW,WHITTAKER THE,98116,,2016,7,32,4,0,2010-05-07,2025-10-08,2016-01-06 to 2016-04-05,,,,34048100,34048100,,,,,9379700000
1,UNKNOWN / NOT IN SALE RECORDS,920 16TH AVE,,,,,,32,3,0,2005-05-06,2025-02-21,2017-09-22 to 2017-12-21,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,100 MELROSE AVE E,DENNY TERRACE,98102,222,1969,10,32,3,0,2006-02-03,2025-09-26,2019-07-11 to 2019-10-09,,,14326000,48302000,62628000,,,,,7449000010
1,UNKNOWN / NOT IN SALE RECORDS,906 E JOHN ST,,,,,,31,14,0,2019-07-19,2025-08-05,2024-04-12 to 2024-07-11,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,9244 37TH AVE S,,98118,,,,31,13,0,2016-10-19,2025-07-15,2020-05-08 to 2020-08-06,,,327000,233000,560000,,,,,603000305
1,UNKNOWN / NOT IN SALE RECORDS,1227 S CLOVERDALE ST,,,,,,31,7,0,2004-02-05,2023-11-16,2015-10-16 to 2016-01-14,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,8320 46TH AVE SW,,98136,,,,31,6,0,2007-08-24,2025-06-06,2018-11-28 to 2019-02-26,,,418000,1519000,1937000,,,,,34001150
1,UNKNOWN / NOT IN SALE RECORDS,8733 GREENWOOD AVE N,,,,,,31,4,0,2009-06-23,2025-01-17,2009-06-23 to 2009-09-21,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,311 27TH AVE,,,,,,31,3,0,2005-03-22,2019-06-12,2005-03-22 to 2005-06-20,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,4504 BAGLEY AVE N,,,,,,30,22,0,2015-05-13,2024-01-08,2022-12-17 to 2023-03-17,NO_PARCEL_RECORD | EXTREME_VOLUME,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,910 LENORA ST,,,,,,30,17,0,2018-07-12,2024-03-06,2020-01-25 to 2020-04-24,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,2421 SW TRENTON ST,WESTWOOD PLAZA,98106,,,,30,17,0,2019-02-21,2025-07-11,2025-02-27 to 2025-05-28,,,51200,171800,223000,,,,,9325000000
1,UNKNOWN / NOT IN SALE RECORDS,619 MALDEN AVE E,,98112,,,,30,14,0,2010-05-18,2025-08-05,2021-11-04 to 2022-02-02,,,638000,931000,1569000,,,,,3303700501
1,UNKNOWN / NOT IN SALE RECORDS,6515 16TH AVE NE,,,,,,30,9,0,2005-04-01,2015-02-23,2014-11-24 to 2015-02-22,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,7971 M L KING JR WAY S,,,,,,30,5,0,2004-12-22,2024-02-13,2018-08-08 to 2018-11-06,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,6420 CALIFORNIA AVE SW,CAL-MORE CIRCLE APTS,98136,,,,30,5,0,2005-12-16,2025-09-08,2022-05-04 to 2022-08-02,,,5400000,12218000,17618000,,,,,826000040
