LANDLORD_RANK,OWNER,ADDRESS,BUILDING_NAME,ZIP,APT_UNITS,APT_YR_BUILT,APT_STORIES,TOTAL_COMPLAINTS,COMPLAINTS_90D,OPEN_UNRESOLVED,FIRST_COMPLAINT,LAST_COMPLAINT,WORST_90D_WINDOW,FLAGS,KNOWN_CASE,LAND_VALUE,IMPROVEMENT_VALUE,TOTAL_ASSESSED_VALUE,LAST_SALE_DATE,LAST_SALE_PRICE,PREVIOUS_OWNER,SALE_HISTORY,PIN
1,UNKNOWN / NOT IN SALE RECORDS,411 JEFFERSON ST,The Argyle formerly JEFFERSON APTS,98104,,,,8,3,0,2016-09-06,2021-04-23,2016-09-06 to 2016-12-05,,,2880000,38000,2918000,,,,,942001090
1,UNKNOWN / NOT IN SALE RECORDS,6220 32ND AVE NE,,,,,,8,3,0,2017-07-25,2021-03-09,2021-02-18 to 2021-05-19,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,520 S MASSACHUSETTS ST,,,,,,8,3,0,2017-09-13,2025-09-05,2024-05-13 to 2024-08-11,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,6115 RAINIER AVE S,,,,,,8,3,0,2017-10-27,2024-03-11,2017-10-27 to 2018-01-25,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,7422 EAST GREEN LAKE DR N,,,,,,8,3,0,2017-11-07,2025-09-25,2020-06-11 to 2020-09-09,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,2368 FRANKLIN AVE E,,,,,,8,3,0,2017-12-01,2021-03-01,2019-05-06 to 2019-08-04,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,4200 11TH AVE NE,,,,,,8,3,0,2017-12-07,2020-11-04,2017-12-07 to 2018-03-07,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,1732 S FERDINAND ST,,98108,,,,8,3,0,2018-07-10,2020-06-25,2019-05-21 to 2019-08-19,,,506000,170000,676000,,,,,600000245
1,UNKNOWN / NOT IN SALE RECORDS,802 PINE ST,PKG,98101,,,,8,3,0,2018-08-30,2021-08-17,2018-08-30 to 2018-11-28,,,20646000,,20646000,,,,,660000804
1,UNKNOWN / NOT IN SALE RECORDS,162 12TH AVE,,,,,,8,3,0,2018-01-11,2025-09-29,2020-11-02 to 2021-01-31,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,1209 WESTLAKE AVE N,,,,,,8,3,0,2018-02-08,2025-07-18,2018-02-08 to 2018-05-09,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,1214 S HOLGATE ST,,,,,,8,3,0,2018-03-02,2021-05-25,2018-03-02 to 2018-05-31,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,2306 4TH AVE,VACANT DEV. SITE,98121,,,,8,3,0,2019-01-16,2024-11-21,2019-01-16 to 2019-04-16,SUSPICIOUS_IMPR_VALUE_1000,,6296400,1000,6297400,,,,,696000145
1,UNKNOWN / NOT IN SALE RECORDS,7911 ASHWORTH AVE N,,,,,,8,3,0,2019-04-15,2022-03-09,2019-04-15 to 2019-07-14,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,2022 WARREN AVE N,,98109,,,,8,3,0,2019-06-06,2025-09-29,2024-05-28 to 2024-08-26,SUSPICIOUS_IMPR_VALUE_1000,,708000,1000,709000,,,,,809002529
1,UNKNOWN / NOT IN SALE RECORDS,3807 AURORA AVE N,,,,,,8,3,0,2019-06-14,2022-07-13,2021-12-11 to 2022-03-11,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,2304 S HILL ST,,,,,,8,3,0,2019-06-20,2022-06-27,2019-06-20 to 2019-09-18,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,5258 CALIFORNIA AVE SW,Recent Seg. - Future Townhomes,98136,,,,8,3,0,2019-08-23,2021-10-22,2019-08-23 to 2019-11-21,,,118200,,118200,,,,,7625700424
1,UNKNOWN / NOT IN SALE RECORDS,3241 63RD AVE SW,,98116,,,,8,3,0,2021-07-22,2023-08-28,2021-07-22 to 2021-10-20,,,520000,490000,1010000,,,,,148000415
1,UNKNOWN / NOT IN SALE RECORDS,223 N 137TH ST,,,,,,8,3,0,2022-06-06,2024-05-06,2023-04-27 to 2023-07-26,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,14017 ASHWORTH AVE N,ASHWORTH CORNER,98133,,,,8,3,0,2022-06-13,2023-11-02,2022-06-13 to 2022-09-11,,,85900,481100,567000,,,,,293590000
1,UNKNOWN / NOT IN SALE RECORDS,11340 23RD AVE NE,11340 23RD AVE NE,98125,,,,8,3,0,2022-08-01,2023-12-05,2023-03-23 to 2023-06-21,,,149700,586300,736000,,,,,6390800000
1,UNKNOWN / NOT IN SALE RECORDS,9253 6TH AVE NW,9253 6TH AVE NW,98117,,,,8,3,0,2022-09-07,2024-10-16,2024-07-08 to 2024-10-06,,,225800,428200,654000,,,,,6094840000
1,UNKNOWN / NOT IN SALE RECORDS,7757 11TH AVE NW,MORNING VIEW LANDING CONDOMINIUM,98117,,,,8,3,0,2023-07-19,2025-02-19,2023-07-19 to 2023-10-17,,,398000,1300000,1698000,,,,,5649500000
1,UNKNOWN / NOT IN SALE RECORDS,1203 E SPRUCE ST,,,,,,8,3,0,2023-10-30,2025-06-20,2024-05-14 to 2024-08-12,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,4006 SW STEVENS ST,,98116,,,,8,3,0,2024-01-13,2025-07-17,2024-01-13 to 2024-04-12,,,412000,485000,897000,,,,,513000635
1,UNKNOWN / NOT IN SALE RECORDS,7334 40TH AVE NE,7334 40TH AVE CONDOMINIUM,98115,,,,7,7,0,2018-05-31,2018-08-14,2018-05-31 to 2018-08-29,,,378800,298200,677000,,,,,7698580000
1,UNKNOWN / NOT IN SALE RECORDS,11021 2ND AVE NE,,,,,,7,7,0,2024-01-09,2024-01-29,2024-01-09 to 2024-04-08,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,0 -,,,,,,7,7,0,2024-01-23,2024-02-16,2024-01-23 to 2024-04-22,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,100 9TH AVE N,,,,,,7,7,0,2025-01-06,2025-03-28,2025-01-06 to 2025-04-06,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,417 23RD AVE,417 CONDOMINIUM,98122,,,,7,6,0,2004-11-05,2019-02-13,2004-11-05 to 2005-02-03,,,360000,1000,361000,,,,,2617330000
1,UNKNOWN / NOT IN SALE RECORDS,2040 43RD AVE E,LAKESIDE WEST CONDOMINIUM,98112,,,,7,6,0,2005-02-04,2013-06-11,2013-06-10 to 2013-09-08,,,82900,361100,444000,,,,,4143000000
1,UNKNOWN / NOT IN SALE RECORDS,2920 NE 53RD ST,,98105,,,,7,6,0,2005-04-19,2005-08-16,2005-04-19 to 2005-07-18,,,600000,1080000,1680000,,,,,925049364
1,UNKNOWN / NOT IN SALE RECORDS,7705 6TH AVE NW,,,,,,7,6,0,2006-03-06,2019-04-10,2019-02-25 to 2019-05-26,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,4035 8TH AVE NE,,,,,,7,6,0,2006-04-14,2021-10-30,2021-10-05 to 2022-01-03,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,1409 NW 63RD ST,,,,,,7,6,0,2007-01-30,2007-07-10,2007-01-30 to 2007-04-30,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,3014 NW 56TH ST,,,,,,7,6,0,2007-08-01,2025-03-07,2025-02-20 to 2025-05-21,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,1029 BELMONT AVE E,"PALERMO, THE CONDOMINIUM",98102,,,,7,6,0,2010-12-22,2022-05-27,2022-05-09 to 2022-08-07,,,326400,233600,560000,,,,,6610900000
1,UNKNOWN / NOT IN SALE RECORDS,3600 EAST MARGINAL WAY S,,,,,,7,6,0,2014-02-05,2017-05-15,2017-04-26 to 2017-07-25,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,700 STEWART ST,,,,,,7,6,0,2016-08-25,2021-07-07,2021-06-09 to 2021-09-07,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,517 3RD AVE,THE MORRISON,98104,,,,7,6,0,2018-07-13,2020-04-07,2020-01-19 to 2020-04-18,,,7894000,13332300,21226300,,,,,939000040
1,UNKNOWN / NOT IN SALE RECORDS,953 NW 64TH ST,,98107,,,,7,6,0,2018-10-27,2019-06-04,2019-03-27 to 2019-06-25,,,550000,1228000,1778000,,,,,452001660
1,UNKNOWN / NOT IN SALE RECORDS,4511 35TH AVE SW,FAIRWAY APARTMENTS,98126,,,,7,6,0,2019-06-04,2025-11-06,2019-06-04 to 2019-09-02,,,4954900,1533100,6488000,,,,,952008240
1,UNKNOWN / NOT IN SALE RECORDS,5001 3RD AVE NW,,98107,,,,7,6,0,2021-03-08,2021-06-09,2021-03-08 to 2021-06-06,,,892000,418000,1310000,,,,,475001279
1,UNKNOWN / NOT IN SALE RECORDS,3121 ALKI AVE SW,SOUNDVIEW ALKI VISTA CONDOMINIUM,98116,,,,7,6,0,2021-05-21,2024-03-01,2021-05-21 to 2021-08-19,,,258300,807700,1066000,,,,,7876000000
1,UNKNOWN / NOT IN SALE RECORDS,1756 S SPOKANE ST,JEFFERSON PK APTS,98144,26,1925,3,7,6,0,2021-06-30,2025-07-08,2021-06-30 to 2021-09-28,,,1387800,4894200,6282000,,,,,3726800210
1,UNKNOWN / NOT IN SALE RECORDS,828 NW 56TH ST,,,,,,7,6,0,2022-06-21,2023-06-10,2022-06-21 to 2022-09-19,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,422 ERIE AVE,422 ERIE AVENUE,98122,,,,7,6,0,2023-01-09,2023-04-28,2023-01-09 to 2023-04-09,,,254000,1081000,1335000,,,,,2603210000
1,UNKNOWN / NOT IN SALE RECORDS,8330 24TH AVE NW,,,,,,7,6,0,2023-07-12,2024-12-05,2024-10-25 to 2025-01-23,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,4136 EASTERN AVE N,,98103,,,,7,6,0,2025-01-10,2025-05-21,2025-02-26 to 2025-05-27,,,768000,,768000,,,,,510004685
1,UNKNOWN / NOT IN SALE RECORDS,3716 32ND AVE W,,98199,,,,7,6,0,2025-06-26,2025-10-19,2025-06-26 to 2025-09-24,,,781000,,781000,,,,,582000200
1,UNKNOWN / NOT IN SALE RECORDS,4730 12TH AVE NE,,,,,,7,5,0,2004-03-01,2008-05-07,2004-03-01 to 2004-05-30,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,7769 58TH AVE NE,,98115,,,,7,5,0,2005-05-02,2006-09-07,2005-05-02 to 2005-07-31,,,969000,1280000,2249000,,,,,328000050
1,UNKNOWN / NOT IN SALE RECORDS,89 YESLER WAY,,,,,,7,5,0,2005-09-19,2018-04-06,2018-02-13 to 2018-05-14,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,3614 S FINDLAY ST,GATSBY HOMES CONDOMINIUM,98118,,,,7,5,0,2005-10-25,2010-03-09,2010-01-19 to 2010-04-19,,,126600,1069400,1196000,,,,,2719200000
1,UNKNOWN / NOT IN SALE RECORDS,13322 GREENWOOD AVE N,GREENWOOD NORTH APTS,98133,,,,7,5,0,2008-03-13,2022-05-24,2022-02-01 to 2022-05-02,,,1523100,4803900,6327000,,,,,832000005
1,UNKNOWN / NOT IN SALE RECORDS,1551 19TH AVE S,,,,,,7,5,0,2009-10-28,2012-07-18,2009-10-28 to 2010-01-26,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,4103 35TH AVE SW,,98126,,,,7,5,0,2010-08-17,2025-05-22,2025-02-27 to 2025-05-28,,,419000,155000,574000,,,,,952004085
1,UNKNOWN / NOT IN SALE RECORDS,1705 PERKINS LN W,,,,,,7,5,0,2013-12-09,2025-07-30,2013-12-09 to 2014-03-09,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,2001 W GARFIELD ST,MODULAR OFFICES,98119,,2011,1,7,5,0,2014-09-29,2025-02-22,2025-01-27 to 2025-04-27,SUSPICIOUS_IMPR_VALUE_1000,,7838700,1000,7839700,,,,,2325039107
1,UNKNOWN / NOT IN SALE RECORDS,4509 EASTERN AVE N,,98103,,,,7,5,0,2015-10-06,2025-08-05,2015-10-06 to 2016-01-04,,,995000,850000,1845000,,,,,510001290
1,UNKNOWN / NOT IN SALE RECORDS,4103 LINDEN AVE N,,,,,,7,5,0,2017-11-15,2024-07-25,2024-05-28 to 2024-08-26,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,610 ALOHA ST,610 ALOHA CONDOMINIUM,98109,,,,7,5,0,2017-11-20,2024-02-09,2024-01-27 to 2024-04-26,,,243600,124400,368000,,,,,7804150000
1,UNKNOWN / NOT IN SALE RECORDS,5227 M L KING JR WAY S,,,,,,7,5,0,2018-09-10,2019-06-28,2019-04-25 to 2019-07-24,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,8856 NESBIT AVE N,,,,,,7,5,0,2019-06-19,2024-06-24,2023-07-27 to 2023-10-25,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,3510 NE 125TH ST,,,,,,7,5,0,2019-12-26,2022-03-16,2022-01-18 to 2022-04-18,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,4439 SW ROSE ST,,98136,,,,7,5,0,2020-08-05,2021-08-19,2020-08-05 to 2020-11-03,,,431000,1391000,1822000,,,,,34001185
1,UNKNOWN / NOT IN SALE RECORDS,714 N MOTOR PL,,,,,,7,5,0,2021-05-18,2023-07-19,2022-11-29 to 2023-02-27,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,2716 FAIRMOUNT AVE SW,,98116,,,,7,5,0,2021-11-09,2023-05-19,2023-04-07 to 2023-07-06,,,557000,1545000,2102000,,,,,513000085
1,UNKNOWN / NOT IN SALE RECORDS,11222 CORLISS AVE N,,,,,,7,5,0,2021-11-22,2025-03-17,2022-07-24 to 2022-10-22,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,4031 2ND AVE NE,,,,,,7,5,0,2022-04-29,2023-10-18,2023-09-27 to 2023-12-26,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,3022 18TH AVE S,,98144,,,,7,5,0,2022-09-06,2023-05-19,2023-02-24 to 2023-05-25,,,425000,405000,830000,,,,,597000400
1,UNKNOWN / NOT IN SALE RECORDS,1700 7TH AVE,1700 Seventh Avenue,98101,,,,7,5,0,2022-10-14,2025-11-05,2022-10-14 to 2023-01-12,,,34904100,55701900,90606000,,,,,659000235
1,UNKNOWN / NOT IN SALE RECORDS,2241 FAIRVIEW AVE E,,,,,,7,5,0,2023-01-20,2025-07-03,2023-01-20 to 2023-04-20,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,952 24TH AVE S,,98144,,,,7,5,0,2023-06-15,2025-07-18,2025-06-09 to 2025-09-07,,,597000,,597000,,,,,5160700009
1,UNKNOWN / NOT IN SALE RECORDS,165 S ORCAS ST,,,,,,7,5,0,2023-08-16,2025-06-02,2023-08-16 to 2023-11-14,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,3450 37TH AVE SW,3450 37th AVE SW,98126,,,,7,5,0,2023-10-19,2025-04-25,2023-10-19 to 2024-01-17,,,112300,426700,539000,,,,,8637380000
1,UNKNOWN / NOT IN SALE RECORDS,5960 WILSON AVE S,,,,,,7,5,0,2023-12-14,2025-10-12,2023-12-14 to 2024-03-13,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,4027 51ST AVE SW,4027 51ST AVENUE SW,98116,,,,7,5,0,2024-12-04,2025-08-26,2024-12-04 to 2025-03-04,,,225700,261300,487000,,,,,2603640000
1,UNKNOWN / NOT IN SALE RECORDS,3305 S HANFORD ST,,,,,,7,5,0,2025-04-22,2025-07-30,2025-04-30 to 2025-07-29,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,905 NW 64TH ST,,98107,,,,7,5,0,2025-05-06,2025-10-23,2025-08-11 to 2025-11-09,,,662000,163000,825000,,,,,452001755
1,UNKNOWN / NOT IN SALE RECORDS,2230 QUEEN ANNE AVE N,,,,,,7,4,0,2003-11-14,2022-11-06,2004-03-12 to 2004-06-10,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,5405 WEST MARGINAL WAY SW,,,,,,7,4,0,2004-02-05,2006-01-31,2005-03-28 to 2005-06-26,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,800 POPLAR PL S,,,,,,7,4,0,2004-10-25,2023-05-01,2007-02-06 to 2007-05-07,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,2008 CALIFORNIA AVE SW,,,,,,7,4,0,2004-10-08,2006-11-16,2006-07-25 to 2006-10-23,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,2245 EASTLAKE AVE E,EASTLAKE LOFTS CONDOMINIUM,98102,,2007,1,7,4,0,2005-01-11,2025-09-19,2005-01-11 to 2005-04-11,,,169600,298200,467800,,,,,2208800000
1,UNKNOWN / NOT IN SALE RECORDS,10015 42ND AVE SW,,98146,,,,7,4,0,2005-02-22,2016-04-06,2006-09-12 to 2006-12-11,NAMED_INSPECTOR,,402000,571000,973000,,,,,254000340
1,UNKNOWN / NOT IN SALE RECORDS,6701 CARLETON AVE S,,,,,,7,4,0,2005-06-06,2007-12-28,2006-09-18 to 2006-12-17,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,3028 WESTERN AVE,ALEXANDRIA CONDOMINIUM,98121,,,,7,4,0,2006-04-03,2022-10-19,2022-08-10 to 2022-11-08,,,87000,187000,274000,,,,,125000000
1,UNKNOWN / NOT IN SALE RECORDS,5011 47TH AVE SW,,98136,,,,7,4,0,2007-01-23,2011-06-02,2011-03-29 to 2011-06-27,,,462000,886000,1348000,,,,,312000225
1,UNKNOWN / NOT IN SALE RECORDS,1212 E HARRISON ST,,98102,,,,7,4,0,2007-02-26,2025-03-15,2007-02-26 to 2007-05-27,,,867000,188000,1055000,,,,,6851700261
1,UNKNOWN / NOT IN SALE RECORDS,7532 RENTON AVE S,,,,,,7,4,0,2007-04-03,2019-09-26,2011-12-23 to 2012-03-22,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,4044 39TH AVE SW,,98116,,,,7,4,0,2007-11-07,2021-11-30,2007-11-07 to 2008-02-05,,,649000,237000,886000,,,,,952001060
1,UNKNOWN / NOT IN SALE RECORDS,927 29TH AVE S,,98144,,,,7,4,0,2007-05-16,2023-07-18,2010-05-24 to 2010-08-22,,,556000,277000,833000,,,,,567000710
1,UNKNOWN / NOT IN SALE RECORDS,701 M L KING JR WAY S,,,,,,7,4,0,2008-01-07,2015-08-28,2008-01-07 to 2008-04-06,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,5244 SW JACOBSEN RD,,,,,,7,4,0,2008-02-01,2010-08-12,2008-09-08 to 2008-12-07,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,9610 22ND CT NW,,98117,,,,7,4,0,2008-02-14,2014-03-27,2008-02-14 to 2008-05-14,,,678000,572000,1250000,,,,,586000040
1,UNKNOWN / NOT IN SALE RECORDS,8607 26TH AVE NE,,98115,,,,7,4,0,2008-10-08,2023-08-29,2013-07-16 to 2013-10-14,,,700000,367000,1067000,,,,,439000170
1,UNKNOWN / NOT IN SALE RECORDS,6227 RAINIER AVE S,,,,,,7,4,0,2009-05-18,2023-07-20,2023-05-19 to 2023-08-17,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,2703 W MCGRAW ST,,98199,,,,7,4,0,2009-06-01,2024-08-19,2009-09-04 to 2009-12-03,,,1518000,1069000,2587000,,,,,269001305
1,UNKNOWN / NOT IN SALE RECORDS,310 S HENDERSON ST,,98108,,,,7,4,0,2009-06-04,2015-04-27,2015-02-18 to 2015-05-19,,,317000,234000,551000,,,,,13002155
1,UNKNOWN / NOT IN SALE RECORDS,2607 S JUDKINS ST,,98144,,,,7,4,0,2009-07-09,2019-06-10,2009-07-09 to 2009-10-07,,,315000,235000,550000,,,,,730000048
1,UNKNOWN / NOT IN SALE RECORDS,5119 CLOVERDALE PL S,,,,,,7,4,0,2009-11-12,2010-07-06,2009-11-12 to 2010-02-10,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,3609 SW HOLDEN ST,,98126,,,,7,4,0,2009-11-30,2020-01-19,2009-11-30 to 2010-02-28,,,528000,427000,955000,,,,,293000157
1,UNKNOWN / NOT IN SALE RECORDS,9222 18TH AVE SW,,,,,,7,4,0,2010-04-12,2022-07-18,2021-09-07 to 2021-12-06,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,1302 N 85TH ST,Townhouse,98103,,,,7,4,0,2010-06-14,2017-07-05,2010-06-14 to 2010-09-12,,,176000,387000,563000,,,,,993002179
1,UNKNOWN / NOT IN SALE RECORDS,4203 42ND AVE S,,98118,,,,7,4,0,2010-08-17,2025-07-16,2012-05-16 to 2012-08-14,,,498000,194000,692000,,,,,7950302895
1,UNKNOWN / NOT IN SALE RECORDS,6929 42ND AVE S,,,,,,7,4,0,2010-09-24,2020-07-09,2010-09-24 to 2010-12-23,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,8517 15TH AVE NW,,,,,,7,4,0,2010-10-05,2013-11-12,2013-08-14 to 2013-11-12,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,2817 36TH AVE W,2817 36TH AVE W,98199,,,,7,4,0,2010-12-17,2023-05-31,2022-07-28 to 2022-10-26,,,278800,646200,925000,,,,,8729990000
1,UNKNOWN / NOT IN SALE RECORDS,13801 DAYTON AVE N,,98133,,,,7,4,0,2011-09-09,2022-08-30,2022-05-26 to 2022-08-24,,,446000,892000,1338000,,,,,173000049
1,UNKNOWN / NOT IN SALE RECORDS,127 1ST AVE N,,,,,,7,4,0,2011-09-12,2014-03-07,2013-03-15 to 2013-06-13,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,4419 S BRANDON ST,,,,,,7,4,0,2011-09-13,2023-04-22,2020-08-01 to 2020-10-30,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,3907 47TH AVE S,,98118,,,,7,4,0,2012-02-17,2014-03-25,2014-02-12 to 2014-05-13,,,795000,1211000,2006000,,,,,5249801982
1,UNKNOWN / NOT IN SALE RECORDS,170 S ORCHARD ST,,,,,,7,4,0,2012-04-03,2015-01-08,2012-04-03 to 2012-07-02,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,310 15TH AVE E,Kaiser Permanente Capitol Hill (North Building),98112,,1976,5,7,4,0,2012-07-02,2022-10-03,2019-01-30 to 2019-04-30,,,11520000,10126200,21646200,,,,,1806900305
1,UNKNOWN / NOT IN SALE RECORDS,1101 HARBOR AVE SW,ALII-KAI CONDOMINIUM,98116,,,,7,4,0,2012-09-06,2023-08-14,2020-12-02 to 2021-03-02,,,186300,441700,628000,,,,,131500000
1,UNKNOWN / NOT IN SALE RECORDS,1006 TURNER WAY E,,,,,,7,4,0,2013-05-10,2021-03-12,2021-03-12 to 2021-06-10,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,1525 19TH AVE,,,,,,7,4,0,2013-09-03,2018-10-09,2018-09-10 to 2018-12-09,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,2216 NE 46TH ST,8 UNITS,98105,,,,7,4,0,2014-01-27,2025-06-05,2023-02-01 to 2023-05-02,SUSPICIOUS_IMPR_VALUE_1000,,2884000,1000,2885000,,,,,925049280
1,UNKNOWN / NOT IN SALE RECORDS,356 GALER ST,,98109,,,,7,4,0,2014-04-28,2015-07-01,2015-05-29 to 2015-08-27,,,2008000,1672000,3680000,,,,,809000245
1,UNKNOWN / NOT IN SALE RECORDS,1606 NE 73RD ST,,98115,,,,7,4,0,2014-09-08,2017-05-31,2017-04-19 to 2017-07-18,,,611000,381000,992000,,,,,9547205020
1,UNKNOWN / NOT IN SALE RECORDS,4405 CORLISS AVE N,LISA CAROL APTS,98103,,,,7,4,0,2016-01-28,2020-10-25,2016-01-28 to 2016-04-27,,,1738800,3897200,5636000,,,,,510002225
1,UNKNOWN / NOT IN SALE RECORDS,13029 A 3RD AVE NE,,,,,,7,4,0,2016-04-08,2017-03-24,2016-04-08 to 2016-07-07,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,8843 3RD AVE S,,98108,,,,7,4,0,2016-10-27,2023-01-17,2016-10-27 to 2017-01-25,,,269000,179000,448000,,,,,13001835
1,UNKNOWN / NOT IN SALE RECORDS,2425 SW HOLDEN ST,,,,,,7,4,0,2017-01-12,2025-10-30,2017-01-12 to 2017-04-12,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,622 N 60TH ST,622 N 60th St Condominium,98103,,,,7,4,0,2017-03-10,2020-06-02,2017-03-10 to 2017-06-08,,,430000,315000,745000,,,,,7802980000
1,UNKNOWN / NOT IN SALE RECORDS,1618 S SPOKANE ST,,,,,,7,4,0,2017-10-20,2018-05-03,2017-11-13 to 2018-02-11,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,10331 WALLINGFORD AVE N,,98133,,,,7,4,0,2018-11-12,2019-06-11,2018-11-12 to 2019-02-10,,,456000,189000,645000,,,,,5464300253
1,UNKNOWN / NOT IN SALE RECORDS,2205 7TH AVE,Amazon Block 18 - Econ Unit on #0130,98121,,,,7,4,0,2019-01-15,2020-10-27,2019-01-15 to 2019-04-15,,,38880000,86332000,125212000,,,,,660000150
1,UNKNOWN / NOT IN SALE RECORDS,8027 18TH AVE NW,,98117,,,,7,4,0,2019-02-01,2019-09-28,2019-02-01 to 2019-05-02,,,811000,904000,1715000,,,,,546000870
