category,rrio_status,address,district,lt_complaints,verified,unverified,unverified_pct,open,sha_flag,units,contact,reg_number
EXPIRED REGISTRATION,EXPIRED,5403 16TH AVE SW,D1,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,9304 31ST PL SW,D1,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,3456 61ST AVE SW,D1,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,5028 SW GRAYSON ST,D1,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,4533 47TH AVE SW,D1,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,4410 37TH AVE SW,D1,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,4312 26TH AVE SW,D1,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,3515 SW 99TH ST,D1,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,9723 31ST AVE SW,D1,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,1040 S DIRECTOR ST,D1,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,5943 45TH AVE SW,D1,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,5637 CALIFORNIA AVE SW,D1,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,8638 26TH AVE SW,D1,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,407 S TRENTON ST,D1,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,9025 11TH AVE SW,D1,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,9436 20TH AVE SW,D1,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,8813 B DELRIDGE WAY SW,D1,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,9111 45TH AVE SW,D1,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,7511 14TH AVE SW,D1,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,7745 18TH AVE SW,D1,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,5225 DELRIDGE WAY SW,D1,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,7120 18TH AVE SW,D1,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,1417 S HENDERSON ST,D1,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,531 A S SULLIVAN ST,D1,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,4823 40TH AVE SW,D1,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,708 S DIRECTOR ST,D1,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,4440 52ND AVE SW,D1,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,3606 49TH AVE SW,D1,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,3831 59TH AVE SW,D1,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,601 S BRANDON ST,D1,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,6030 FAUNTLEROY WAY SW,D1,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,2320 S WARSAW ST,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,1525 S DAWSON ST,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,3019 S BRADFORD ST,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,3508 S GENESEE ST,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,6201 RAINIER AVE S,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,8827 36TH AVE S,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,3516 B S WEBSTER ST,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,3414 15TH AVE S,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,9416 RENTON AVE S,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,1740 12TH AVE S,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,4425 LETITIA AVE S,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,2441 S WARSAW ST,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,1747 S ANGELINE ST,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,4427 S WARSAW ST,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,5604 S FOUNTAIN ST,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,2205 S LUCILE ST,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,9690 C 51ST AVE S,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,1529 17TH AVE S,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,4835 S KENYON ST,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,4405 RAINIER AVE S,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,4730 S LUCILE ST,D2,1,0,0,0.0,1,,,,
EXPIRED REGISTRATION,EXPIRED,5923 SHAFFER AVE S,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,3212 S DAWSON ST,D2,1,0,0,0.0,1,,,,
EXPIRED REGISTRATION,EXPIRED,5570 S JUNIPER ST,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,8821 42ND AVE S,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,4540 S HENDERSON ST,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,3022 S DAWSON ST,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,7923 46TH AVE S,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,1501 S SNOQUALMIE ST,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,4437 S CAMANO PL,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,4622 S BRIGHTON ST,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,4805 S OTHELLO ST,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,6734 SHAFFER AVE S,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,4238 S KENYON ST,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,1420 31ST AVE S,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,5805 RENTON AVE S,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,3963 S SULLIVAN ST,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,3818 S EDMUNDS ST,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,1921 12TH AVE S,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,2809 S HUDSON ST,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,4709 S HUDSON ST,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,2008 12TH AVE S,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,2309 S GRAHAM ST,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,8320 RAINIER AVE S,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,5104 48TH AVE S,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,4730 S JUNEAU ST,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,3447 15TH AVE S,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,4200 37TH AVE S,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,3441 15TH AVE S,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,9053 M L KING JR WAY S,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,3529 S FERDINAND ST,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,9308 53RD AVE S,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,3408 20TH AVE S,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,3120 33RD AVE S,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,2340 19TH AVE S,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,3303 S ORCAS ST,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,6604 S BANGOR ST,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,5914 S EASTWOOD DR,D2,1,1,0,0.0,0,YES,,,
EXPIRED REGISTRATION,EXPIRED,3955 S BRANDON ST,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,3801 S ROSE ST,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,7718 48TH AVE S,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,121 12TH AVE,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,9341 37TH AVE S,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,3317 A WETMORE AVE S,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,6018 23RD AVE S,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,5105 S WILDWOOD LN,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,1936 S LANDER ST,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,2513 23RD AVE S,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,8414 47TH AVE S,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,1559 S DAWSON ST,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,9201 SPEAR PL S,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,9134 48TH AVE S,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,3326 YORK RD S,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,2606 19TH AVE S,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,8341 A WABASH AVE S,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,4922 50TH AVE S,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,4646 S MYRTLE ST,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,2332 28TH AVE S,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,5100 17TH AVE S,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,2107 21ST AVE S,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,3337 S MORGAN ST,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,9908 BEACON AVE S,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,7236 33RD AVE S,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,8431 42ND AVE S,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,5615 S ROXBURY ST,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,3809 S WILLOW ST,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,4863 S BATEMAN ST,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,3309 S OTHELLO ST,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,2107 S COLLEGE ST,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,8348 WABASH AVE S,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,5126 S WILDWOOD LN,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,2012 S HORTON ST,D2,1,0,0,0.0,1,,,,
EXPIRED REGISTRATION,EXPIRED,8306 WABASH AVE S,D2,1,0,0,0.0,1,,,,
EXPIRED REGISTRATION,EXPIRED,5009 25TH AVE S,D2,1,0,0,0.0,1,,,,
EXPIRED REGISTRATION,EXPIRED,4223 43RD AVE S,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,4723 32ND AVE S,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,4824 42ND AVE S,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,4715 49TH AVE S,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,8030 34TH AVE S,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,6204 44TH AVE S,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,3626 14TH AVE S,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,1756 19TH AVE S,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,1526 13TH AVE S,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,9266 50TH AVE S,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,2625 S MORGAN ST,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,3720 S BRANDON ST,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,1539 14TH AVE S,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,3301 YORK RD S,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,9816 60TH AVE S,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,4260 S WILLOW ST,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,4718 S BRANDON ST,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,1336 16TH AVE S,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,5200 CLOVERDALE PL S,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,9803 RAINIER AVE S,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,3314 A CLAREMONT AVE S,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,1702 11TH AVE S,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,4011 14TH AVE S,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,5155 S ORCAS ST,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,1114 S PEARL ST,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,2112 19TH AVE S,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,6533 38TH AVE S,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,9127 50TH AVE S,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,1010 E SPRUCE ST,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,4247 S THISTLE ST,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,1418 LAKESIDE AVE S,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,4824 S AUSTIN ST,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,5120 S HOLLY ST,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,4700 S ORCAS ST,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,3313 S ORCAS ST,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,9036 VALDEZ AVE S,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,4202 S MYRTLE ST,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,4068 S MYRTLE ST,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,4952 12TH AVE S,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,4720 49TH AVE S,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,4408 S ROSE ST,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,6730 RAINIER AVE S,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,4124 12TH AVE S,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,5532 33RD AVE S,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,1548 S DAWSON ST,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,2713 S ANDOVER ST,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,7901 49TH AVE S,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,4001 S WILLOW ST,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,4833 S RAYMOND ST,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,5047 35TH AVE S,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,1600 S MASSACHUSETTS ST,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,2306 12TH AVE S,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,9671 41ST AVE S,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,1914 18TH AVE S,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,3008 12TH AVE S,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,6011 S REDWING ST,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,310 MAYNARD AVE S,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,8412 50TH AVE S,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,5930 17TH AVE S,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,2719 15TH AVE S,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,4361 28TH AVE S,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,5006 S GENESEE ST,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,5306 26TH AVE S,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,4666 S WILLOW ST,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,910 E FIR ST,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,403 TERRY AVE,D2,1,0,0,0.0,1,,,,
EXPIRED REGISTRATION,EXPIRED,2909 S GRAHAM ST,D2,1,0,0,0.0,1,,,,
EXPIRED REGISTRATION,EXPIRED,3800 41ST AVE S,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,3402 34TH AVE S,D2,1,0,0,0.0,1,,,,
EXPIRED REGISTRATION,EXPIRED,2437 S MORGAN ST,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,5011 S DAWSON ST,D2,1,0,0,0.0,1,,,,
EXPIRED REGISTRATION,EXPIRED,119 12TH AVE,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,5120 S MORGAN ST,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,3411 BEACON AVE S,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,5042 31ST AVE S,D2,1,0,0,0.0,1,,,,
EXPIRED REGISTRATION,EXPIRED,2008 32ND AVE S,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,5734 S GAZELLE ST,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,8345 39TH AVE S,D2,1,0,0,0.0,1,,,,
EXPIRED REGISTRATION,EXPIRED,3034 S HOLDEN ST,D2,1,0,0,0.0,1,,,,
EXPIRED REGISTRATION,EXPIRED,423 A 11TH AVE,D2,1,0,0,0.0,1,,,,
EXPIRED REGISTRATION,EXPIRED,3039 B BEACON AVE S,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,1506 17TH AVE S,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,3828 S EDMUNDS ST,D2,1,0,0,0.0,1,,,,
EXPIRED REGISTRATION,EXPIRED,3402 20TH AVE S,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,9401 37TH AVE S,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,5100 S BRANDON ST,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,3800 S EDDY ST,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,3016 S EDMUNDS ST,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,3715 S ANGELINE ST,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,2358 S ANGELINE ST,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,2416 S JUNEAU ST,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,3557 S BENNETT ST,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,1406 S BENNETT ST,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,3031 D S HOLDEN ST,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,1405 S BAYVIEW ST,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,1800 18TH AVE S,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,4601 S GARDEN ST,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,3002 S DAKOTA ST,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,8427 DUNCAN AVE S,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,5502 S ORCAS ST,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,9633 59TH AVE S,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,3921 S AMERICUS ST,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,4534 S ORCAS ST,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,5727 S RYAN ST,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,9341 54TH AVE S,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,9340 53RD AVE S,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,4572 S BARTON ST,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,5117 S FINDLAY ST,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,1901 S PLUM ST,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,1717 S ANGELINE ST,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,6302 SWIFT AVE S,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,2720 S FERDINAND ST,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,5258 CLOVERDALE PL S,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,5407 S ROXBURY ST,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,1911 S LANDER ST,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,4211 S RAYMOND ST,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,7534 S TAFT ST,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,3868 RENTON AVE S,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,1731 S ANGELINE ST,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,5316 S WALLACE ST,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,9099 SEWARD PARK AVE S,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,1773 14TH AVE S,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,9812 55TH AVE S,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,5205 S WILLOW ST,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,9820 RENTON AVE S,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,1500 LAKESIDE AVE S,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,1728 LAKESIDE AVE S,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,2627 S AVON CREST PL,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,5238 37TH AVE S,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,9209 RENTON AVE S,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,9318 BEACON AVE S,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,2022 S PEARL ST,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,3822 M L KING JR WAY S,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,4209 S FINDLAY ST,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,4519 S WILLOW ST,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,7802 BEACON AVE S,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,4536 33RD AVE S,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,4221 S DAWSON ST,D2,1,0,1,100.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,8405 SEWARD PARK AVE S,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,5141 S MYRTLE ST,D2,1,1,0,0.0,0,YES,,,
EXPIRED REGISTRATION,EXPIRED,4922 42ND AVE S,D2,1,1,0,0.0,0,,,,
EXPIRED REGISTRATION,EXPIRED,2206 S LUCILE ST,D2,1,1,0,0.0,0,,,,
