category,rrio_status,address,district,lt_complaints,verified,unverified,unverified_pct,open,sha_flag,units,contact,reg_number
UNREGISTERED,NOT REGISTERED,1400 RAINIER AVE S,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,707 E UNION ST,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,414 E THOMAS ST,D3,1,1,0,0.0,0,,,,
UNREGISTERED,NOT REGISTERED,1139 35TH AVE,D3,1,1,0,0.0,0,,,,
UNREGISTERED,NOT REGISTERED,1175 BROADWAY E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,2957 S DEARBORN ST,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1522 E SPRUCE ST,D3,1,1,0,0.0,0,YES,,,
UNREGISTERED,NOT REGISTERED,823 21ST AVE,D3,1,1,0,0.0,0,,,,
UNREGISTERED,NOT REGISTERED,301 B LAKESIDE AVE S,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,218 10TH AVE E,D3,1,1,0,0.0,0,,,,
UNREGISTERED,NOT REGISTERED,1877 E SHELBY ST,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,304 21ST AVE,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,2225 E HIGHLAND DR,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,914 E LYNN ST,D3,1,1,0,0.0,0,,,,
UNREGISTERED,NOT REGISTERED,612 11TH AVE E,D3,1,1,0,0.0,0,,,,
UNREGISTERED,NOT REGISTERED,423 C M L KING JR WAY S,D3,1,1,0,0.0,0,,,,
UNREGISTERED,NOT REGISTERED,1600 LAKE WASHINGTON BLVD,D3,1,1,0,0.0,0,,,,
UNREGISTERED,NOT REGISTERED,1414 S WELLER ST,D3,1,1,0,0.0,0,,,,
UNREGISTERED,NOT REGISTERED,1832 11TH AVE,D3,1,1,0,0.0,0,,,,
UNREGISTERED,NOT REGISTERED,1701 19TH AVE,D3,1,1,0,0.0,0,,,,
UNREGISTERED,NOT REGISTERED,123 22ND AVE,D3,1,1,0,0.0,0,,,,
UNREGISTERED,NOT REGISTERED,900 19TH AVE E,D3,1,1,0,0.0,0,,,,
UNREGISTERED,NOT REGISTERED,150 12TH AVE,D3,1,1,0,0.0,0,,,,
UNREGISTERED,NOT REGISTERED,612 20TH AVE,D3,1,1,0,0.0,0,,,,
UNREGISTERED,NOT REGISTERED,236 24TH AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,482 39TH AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,809 31ST AVE S,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,705 9TH AVE,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,100 BROADWAY E,D3,1,1,0,0.0,0,,,,
UNREGISTERED,NOT REGISTERED,900 E MADISON ST,D3,1,1,0,0.0,0,,,,
UNREGISTERED,NOT REGISTERED,700 15TH AVE,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1010 BOYLSTON AVE,D3,1,1,0,0.0,0,,,,
UNREGISTERED,NOT REGISTERED,800 E ROY ST,D3,1,1,0,0.0,0,,,,
UNREGISTERED,NOT REGISTERED,522 25TH AVE,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1234 E FIR ST,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1145 BROADWAY,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1514 11TH AVE,D3,1,0,0,0.0,1,,,,
UNREGISTERED,NOT REGISTERED,1516 MELROSE AVE,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1412 23RD AVE,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1613 S LANE ST,D3,1,1,0,0.0,0,,,,
UNREGISTERED,NOT REGISTERED,2524 A YALE AVE E,D3,1,0,0,0.0,1,,,,
UNREGISTERED,NOT REGISTERED,1723 31ST AVE,D3,1,1,0,0.0,0,,,,
UNREGISTERED,NOT REGISTERED,432 15TH AVE E,D3,1,0,0,0.0,1,,,,
UNREGISTERED,NOT REGISTERED,1924 RAINIER AVE S,D3,1,0,0,0.0,1,,,,
UNREGISTERED,NOT REGISTERED,200 21ST AVE,D3,1,1,0,0.0,0,,,,
UNREGISTERED,NOT REGISTERED,1611 BOYLSTON AVE,D3,1,0,0,0.0,1,,,,
UNREGISTERED,NOT REGISTERED,1310 E JOHN ST,D3,1,0,0,0.0,1,,,,
UNREGISTERED,NOT REGISTERED,1119 E 21ST AVE S,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1308 B LAKEVIEW BLVD E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,100 17TH AVE,D3,1,1,0,0.0,0,,,,
UNREGISTERED,NOT REGISTERED,151 19TH AVE,D3,1,0,1,100.0,0,YES,,,
UNREGISTERED,NOT REGISTERED,111 26TH AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1138 15TH AVE,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,226 13TH AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1821 25TH AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,2236 YALE AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1532 18TH AVE,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,433 15TH AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,3216 E MERCER ST,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,915 M L KING JR WAY,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,819 24TH AVE S,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,300 B 25TH AVE S,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,916 14TH AVE,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,506 20TH AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,2409 41ST AVE E,D3,1,1,0,0.0,0,,,,
UNREGISTERED,NOT REGISTERED,934 18TH AVE,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,2373 MINOR AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,812 M L KING JR WAY S,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,919 17TH AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1501 30TH AVE,D3,1,1,0,0.0,0,,,,
UNREGISTERED,NOT REGISTERED,1837 E YESLER WAY,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1407 29TH AVE,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,2470 E HELEN ST,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,202 E EDGAR ST,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,802 E THOMAS ST,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1633 17TH AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,800 HIAWATHA PL S,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,901 20TH AVE S,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,2805 E CHERRY ST,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,2711 E YESLER WAY,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,513 11TH AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,340 27TH AVE,D3,1,1,0,0.0,0,,,,
UNREGISTERED,NOT REGISTERED,1310 E PIKE ST,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,2023 S WASHINGTON ST,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1111 E HOWELL ST,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1142 20TH AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1919 E SPRUCE ST,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,100 23RD AVE S,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,2218 E JOHN ST,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,122 17TH AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1924 FRANKLIN AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,508 21ST AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1919 FEDERAL AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1401 E OLIVE ST,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,422 16TH AVE S,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,924 14TH AVE,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1323 E DENNY WAY,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,4207 E MCGILVRA ST,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,2010 E MERCER ST,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1102 23RD AVE,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,412 A 12TH AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,3120 S NORMAN ST,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,928 33RD AVE S,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,2232 E BLAINE ST,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1134 26TH AVE,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1308 30TH AVE S,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,3001 E DENNY WAY,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,2532 E MCGRAW ST,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,517 A 23RD AVE,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,3303 E MADISON ST,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,2412 10TH AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,621 15TH AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1914 E ALDER ST,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,107 20TH AVE,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,514 17TH AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,110 12TH AVE,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,2617 FRANKLIN AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,162 22ND AVE,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1411 E OLIVE WAY,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1108 13TH AVE,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,636 LAKE WASHINGTON BLVD E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,511 28TH AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1023 E PIKE ST,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,140 LAKE WASHINGTON BLVD E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1609 29TH AVE,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,2354 C MINOR AVE E,D3,1,1,0,0.0,0,,,,
UNREGISTERED,NOT REGISTERED,2807 BROADWAY E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,3220 EASTLAKE AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1139 33RD AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,2621 E COLUMBIA ST,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,2312 E JOHN ST,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,108 20TH AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,817 31ST AVE,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1622 22ND AVE,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1506 22ND AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,517 A 25TH AVE S,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1844 S KING ST,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,2031 S INGERSOLL PL,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,849 HILLSIDE DR E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1828 26TH AVE,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,907 HIAWATHA PL S,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,722 E UNION ST,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,550 19TH AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,2014 E PINE ST,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1626 E YESLER WAY,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,413 32ND AVE,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,2033 BOYLSTON AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1011 20TH AVE S,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1722 22ND AVE S,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1915 BLENHEIM DR E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,2801 S DEARBORN ST,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1118 18TH AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,4108 E PROSPECT ST,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,229 11TH AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1641 22ND AVE,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1915 C 24TH AVE S,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,2019 BOYLSTON AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1938 YALE AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1418 35TH AVE,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,2016 B YALE AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,715 28TH AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1700 37TH AVE,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1802 17TH AVE,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,401 23RD AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,3602 E SCHUBERT PL,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1400 E PIKE ST,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1246 15TH AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,823 M L KING JR WAY,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,2705 FRANKLIN AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1931 E CALHOUN ST,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,214 13TH AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1621 E THOMAS ST,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1815 12TH AVE,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,502 13TH AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1910 FAIRVIEW AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1929 37TH PL E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1820 E JOHN ST,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1111 E REPUBLICAN ST,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1631 BOYLSTON AVE,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1242 15TH AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1912 11TH AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1827 39TH AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,110 13TH AVE,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,921 LAKESIDE AVE S,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1710 12TH AVE,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,120 13TH AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1439 E PROSPECT ST,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,125 29TH AVE,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,114 20TH AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1610 38TH AVE,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,733 20TH AVE,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1915 42ND AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1830 23RD AVE,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,3109 FAIRVIEW AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1508 22ND AVE S,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1118 13TH AVE,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,632 36TH AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,3860 E OLIVE ST,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,614 17TH AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,2815 E DENNY WAY,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,709 M L KING JR WAY S,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,434 LAKESIDE AVE S,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1727 BELMONT AVE,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,419 13TH AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,503 12TH AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,3122 A PORTAGE BAY PL E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1426 37TH AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1020 E JOHN ST,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1106 34TH AVE,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,509 E MERCER ST,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,450 25TH AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,739 10TH AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1739 MADRONA DR,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,222 26TH AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,2624 EASTLAKE AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,126 22ND AVE E,D3,1,0,0,0.0,1,,,,
UNREGISTERED,NOT REGISTERED,2214 10TH AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,504 E UNION ST,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,2211 WAVERLY WAY E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,425 19TH AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,916 22ND AVE S,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,2016 23RD AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,2012 23RD AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,825 16TH AVE,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,715 15TH AVE,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,3147 FAIRVIEW AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1517 26TH AVE,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,912 12TH AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,2400 E LYNN ST,D3,1,0,0,0.0,1,,,,
UNREGISTERED,NOT REGISTERED,116 26TH AVE,D3,1,0,0,0.0,1,,,,
UNREGISTERED,NOT REGISTERED,1500 M L KING JR WAY,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1474 21ST AVE,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,608 18TH AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1312 M L KING JR WAY S,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1111 E COLUMBIA ST,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,114 MAIDEN LN E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,165 15TH AVE,D3,1,0,0,0.0,1,,,,
UNREGISTERED,NOT REGISTERED,1430 SUMMIT AVE,D3,1,0,0,0.0,1,,,,
UNREGISTERED,NOT REGISTERED,1634 30TH AVE,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,606 18TH AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,321 E REPUBLICAN ST,D3,1,0,0,0.0,1,,,,
UNREGISTERED,NOT REGISTERED,115 30TH AVE,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,801 E ALOHA ST,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,931 YAKIMA AVE S,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,423 25TH AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,924 26TH AVE,D3,1,0,0,0.0,1,,,,
UNREGISTERED,NOT REGISTERED,2400 E UNION ST,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1102 32ND AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1414 E HARRISON ST,D3,1,0,0,0.0,1,,,,
UNREGISTERED,NOT REGISTERED,820 28TH AVE S,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,728 BROADWAY E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,2854 FAIRVIEW AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,131 15TH AVE E,D3,1,0,0,0.0,1,,,,
UNREGISTERED,NOT REGISTERED,516 E DENNY WAY,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,2614 S LANE ST,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,3111 EASTLAKE AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,933 B 13TH AVE,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1645 BROADMOOR DR E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,133 21ST AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,428 15TH AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,922 20TH AVE,D3,1,0,0,0.0,1,,,,
UNREGISTERED,NOT REGISTERED,1004 E MERCER ST,D3,1,0,0,0.0,1,,,,
UNREGISTERED,NOT REGISTERED,930 13TH AVE,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,168 15TH AVE,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,2810 11TH AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,101 BOYLSTON AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,924 34TH AVE,D3,1,1,0,0.0,0,,,,
UNREGISTERED,NOT REGISTERED,1629 S JACKSON PL,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1728 18TH AVE,D3,1,0,0,0.0,1,,,,
UNREGISTERED,NOT REGISTERED,713 13TH AVE,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,936 30TH AVE,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,649 E ROY ST,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,2100 E DENNY WAY,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,122 12TH AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,1515 E MADISON ST,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,2215 YALE AVE E,D3,1,0,1,100.0,0,,,,
UNREGISTERED,NOT REGISTERED,718 B 26TH AVE S,D3,1,0,0,0.0,1,,,,
UNREGISTERED,NOT REGISTERED,2333 BOYLSTON AVE E,D3,1,0,0,0.0,1,,,,
UNREGISTERED,NOT REGISTERED,809 15TH AVE E,D3,1,0,0,0.0,1,,,,
UNREGISTERED,NOT REGISTERED,1916 E MERCER ST,D3,1,0,0,0.0,1,,,,
UNREGISTERED,NOT REGISTERED,906 14TH AVE,D3,1,0,0,0.0,1,,,,
UNREGISTERED,NOT REGISTERED,1627 E THOMAS ST,D3,1,0,0,0.0,1,,,,
UNREGISTERED,NOT REGISTERED,2215 E ALOHA ST,D3,1,0,0,0.0,1,,,,
